date,startup,vertical,subvertical,city,investors,round,amount,month,year
2015-09-07,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,xc2xa0 Mohandas Pai",Private Equity,0.0,September,2015
2015-09-07,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,3.3268,September,2015
2015-09-07,Zovi / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,xc2xa0 Tiger Global Management & others",Private Equity,415.85,September,2015
2015-09-07,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,9.9804,September,2015
2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,4.9902,July,2015
2015-07-30,Pragmati,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,3.3268,July,2015
2015-07-30,Droom,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,133.072,July,2015
2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.397256,July,2015
2015-07-30,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.397256,July,2015
2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.1585,July,2015
2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,0.0,July,2015
2015-07-31,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,41.585,July,2015
2015-01-06,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,49.902,January,2015
2015-01-06,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.1585,January,2015
2015-01-06,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,33.268,January,2015
2015-01-06,Eattreatonlin,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,2.91095,January,2015
2015-01-06,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.317,January,2015
2015-01-06,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,4.57435,January,2015
2015-01-06,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,4.1585,January,2015
2015-06-01,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,291.095,June,2015
2015-06-01,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.91095,June,2015
2015-03-06,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,24.951,March,2015
2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,0.8317,March,2015
2015-03-06,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,124.755,March,2015
2015-03-06,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.24755,March,2015
2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,0.41585,March,2015
2015-04-06,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,1139.429,April,2015
2015-04-06,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,8.317,April,2015
2015-04-06,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,xc2xa0 Nirvana Ventures Advisors",Private Equity,0.0,April,2015
2015-04-06,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,415.85,April,2015
2015-05-06,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,83.17,May,2015
2015-05-06,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,41.585,May,2015
2015-08-06,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,332.68,August,2015
2015-09-06,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,41.585,September,2015
2015-09-06,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,137.2305,September,2015
2015-09-06,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,0.282778,September,2015
2015-09-06,Teritr,Digital Marketing Services,,Bangalore,KCL,Seed Funding,1.16438,September,2015
2015-10-06,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,41.585,October,2015
2015-11-06,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,xc2xa0 Viswanath Ramachandran",Seed Funding,2.91095,November,2015
2015-11-06,Faircent,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,0.41585,November,2015
2015-12-06,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,133.072,December,2015
2015-06-15,Homelan,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,415.85,June,2015
2015-06-15,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,4.1585,June,2015
2015-06-16,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.1585,June,2015
2015-06-17,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,68.1994,June,2015
2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,24.951,June,2015
2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,41.585,June,2015
2015-06-19,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,33.268,June,2015
2015-06-19,FundsIndia,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,91.487,June,2015
2015-06-01,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,0.99804,June,2015
2015-06-01,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,83.17,June,2015
2015-01-06,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,25.7827,January,2015
2015-06-01,long,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,41.585,June,2015
2015-06-01,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,4.1585,June,2015
2015-03-06,Goodservic,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,13.3072,March,2015
2015-03-06,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,49.902,March,2015
2015-03-06,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8.317,March,2015
2015-04-06,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,45.7435,April,2015
2015-04-06,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,4.1585,April,2015
2015-05-06,Fusion Microfinanc,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,71.5262,May,2015
2015-05-06,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,49.902,May,2015
2015-06-06,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,4.1585,June,2015
2015-06-06,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,0.41585,June,2015
2015-09-06,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,xc2xa0 Accel Partners",Private Equity,83.17,September,2015
2015-09-06,AdWyz,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Seed Funding,8.317,September,2015
2015-09-06,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,3.3268,September,2015
2015-06-30,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,4.1585,June,2015
2015-06-30,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,12.4755,June,2015
2015-01-05,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,831.7,January,2015
2015-01-05,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.8317,January,2015
2015-04-05,Applicat,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,4.57435,April,2015
2015-04-05,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,0.0,April,2015
2015-04-05,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,8.317,April,2015
2015-05-05,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,5.40605,May,2015
2015-05-05,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,0.41585,May,2015
2015-05-05,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,49.902,May,2015
2015-05-05,Fintelli,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,124.755,May,2015
2015-06-05,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,706.945,June,2015
2015-06-05,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,124.755,June,2015
2015-07-05,Bo,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,29.1095,July,2015
2015-07-05,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,xc2xa0 Helion Ventures",Private Equity,83.17,July,2015
2015-07-05,Vedantu,Online Education Platform,,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,41.585,July,2015
2015-08-05,BuyHatk,Online Product Comparison,,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,8.317,August,2015
2015-08-05,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,0.0,August,2015
2015-08-05,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Seed Funding,1.24755,August,2015
2015-12-05,ZapStitch,Cloud Data Integration Platform,,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,0.0,December,2015
2015-12-05,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,0.0,December,2015
2015-12-05,Plancess,Online Education Platform,,Mumbai,"Rajendra Gogri,xc2xa0 Chandrakant Gogri",Seed Funding,0.0,December,2015
2015-05-14,IndianRoots,Lifestyle Ecommerce Portal,,Gurgaon,KJS Group,Private Equity,41.585,May,2015
2015-05-14,RedPolka,Online Fashion Aggregator,,Mumbai,Undisclosed Investors,Seed Funding,0.41585,May,2015
2015-05-15,Venturesity,Online Job skills Showcase,,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,0.58219,May,2015
2015-05-19,Chaayos,Offline Tea Chain,,New Delhi,Tiger Global Management,Private Equity,8.317,May,2015
2015-05-19,Akosha,Business Messaging App,,New Delhi,Sequoia Capital,Private Equity,133.072,May,2015
2015-05-19,Cooey,Health Mobile App,,Bangalore,Subhash Goyal,Seed Funding,3.90899,May,2015
2015-05-19,MeetUniv,Online Ed-Tech Platform,,Noida,Peesh Venture Capital,Seed Funding,8.317,May,2015
2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,45.7435,May,2015
2015-05-19,Trucksfirst,Trucking Logistic Operations,,Gurgaon,SAIF partners,Private Equity,83.17,May,2015
2015-05-01,Lookup,B2C Messaging App,,Bangalore,Biz Stone,Private Equity,24.951,May,2015
2015-05-01,Nudgespot,Customer Engagement Platform,,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,5.198125,May,2015
2015-05-01,EveningFlavors,Online Table Reservation,,Bangalore,Sandiep Shrivatsava,Seed Funding,4.1585,May,2015
2015-05-05,ZenParent,Parents focused Web Content,,Bangalore,i2india Ventures,Seed Funding,4.1585,May,2015
2015-06-05,UrbanPro,On-demand Service marketplace,,Bangalore,Nirvana Venture Advisors,Private Equity,0.0,June,2015
2015-06-05,Goodbo,On-Demand Business messaging,,Bangalore,Manipal Group,Seed Funding,0.0,June,2015
2015-06-05,Renderlogy,Online Home D\\xc3\\xa9cor,,Hyderabad,Astarc Ventures,Private Equity,8.317,June,2015
2015-07-05,Postman,API Workflow platform,,Bangalore,Nexus Venture Partners,Seed Funding,8.317,July,2015
2015-07-05,Casa2inns,Affordable Hotel Booking Online,,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,41.585,July,2015
2015-07-05,FleetRover,Logistics Intelligence,,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,1.49706,July,2015
2015-08-05,TheKarrier,Last Mile Logistics,,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,0.33268,August,2015
2015-08-05,Zoomcar,Self-driven Car rental,,Bangalore,Sequoia Capital,Private Equity,41.585,August,2015
2015-05-30,Ather Energy,Electric Scooter Manufacturer,,Bangalore,Tiger Global,Private Equity,99.804,May,2015
2015-03-04,Swiggy,Online Food Delivery,,Bangalore,"Accel Partners, SAIF Partners",Private Equity,0.0,March,2015
2015-04-04,Bluegap,Web Content Publishing,,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,0.0,April,2015
2015-06-04,InstaLively,Video Streaming,,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,0.99804,June,2015
2015-07-04,Pricejugaad,Price Comparison,,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.372305,July,2015
2015-07-04,Quikr,Online Classifieds,,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,1247.55,July,2015
2015-07-04,PressPlay,Travel Entertainment,,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,0.0,July,2015
2015-08-04,FirstCry,eCommerce,,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,xc2xa0 SAIF Partners, Vertex Ventures",Private Equity,83.17,August,2015
2015-08-04,MobiKwik,Digital / Mobile Wallet,,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,41.585,August,2015
2015-08-04,Olacabs,Cab Aggregator,,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3326.8,August,2015
2015-09-04,Gadgetwood,Device Repair Svcs,,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,nNitin Singhal & Others",Seed Funding,0.0,September,2015
2015-09-04,Bonhomia,Premium Beverages,,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,0.0,September,2015
2015-09-04,Changer Mints,Digital / Mobile Wallet,,Kolkata,Hyderabad based investor,Seed Funding,1.372305,September,2015
2015-09-04,Urban Ladder,Online Furnishing\\neCommerce,,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,415.85,September,2015
2015-10-04,Whatfi,Interactive\\xc2\\xa0 How-To Guides,,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,7.4853,October,2015
2015-11-04,Zomato,Restaurant Reviews,,Gurgaon,Info Edge (India),Private Equity,41.585,November,2015
2015-04-13,ZopNow,Online Grocer,,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,83.17,April,2015
2015-04-13,Nayi Disha,Ed-Tech,,New Delhi,"Ajay Relan,",Seed Funding,2.4951,April,2015
2015-04-13,The Porter,Logistics Tech,,Mumbai,Kae Capital,Seed Funding,4.1585,April,2015
2015-04-13,Commeasur,Online Hotel Booking,,Noida,Jungle Ventures,Seed Funding,8.317,April,2015
2015-04-13,Capricoast,Online Kitchen Furniture,,Bangalore,Accel Partners India,Seed Funding,10.39625,April,2015
2015-04-14,LocalOy,Hyper-local Online Services,,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,41.585,April,2015
2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,291.095,April,2015
2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,83.17,April,2015
2015-04-15,PolicyBazaar,Online Policy Aggregator,,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,332.68,April,2015
2015-04-16,UrbanClap,Hyperlocal Mobile Services Marketplace,,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,13.3072,April,2015
2015-04-16,Taskbob,OnDemand\\nMobile Handyman Services,,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,9.9804,April,2015
2015-04-17,Robosoft,Mobile App Development,,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,99.804,April,2015
2015-04-01,Pastiwala,Material Collection & Recycling,,Vadodara,Agnus Capital,Private Equity,33.268,April,2015
2015-04-01,1mg (Healthkartplus),Online Pharmacy & Drug DB,,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,49.902,April,2015
2015-04-01,Freshdesk,Online / Mobile Customer Support,,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,415.85,April,2015
2015-04-01,Sulekha,Online Classifieds & Listings,,Chennai,GIC ventures,Private Equity,66.536,April,2015
2015-04-01,Eat.Shop.Lov,Fashion ECommerce,,Bangalore,Undisclosed Investor,Private Equity,29.1095,April,2015
2015-04-01,Avanti Learning,Private Coaching Centers,,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,12.4755,April,2015
2015-03-04,Simplilearn,Online Certification Courses,,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,124.755,March,2015
